ResFishID,Station.Number,Date,Species,Length,Dead,Stomach.Taken
8464,522631,1997-08-13,LMB,222,0,0
8465,522631,1997-08-13,LMB,53,0,0
8466,522631,1997-08-13,LMB,291,0,0
8467,522631,1997-08-13,LMB,62,0,0
8468,522631,1997-08-13,LMB,272,0,0
8469,522631,1997-08-13,LMB,295,0,0
8470,522631,1997-08-13,LMB,140,0,0
8471,522631,1997-08-13,LMB,260,0,0
8472,522631,1997-08-13,LMB,235,0,0
8473,522631,1997-08-13,LMB,69,0,0
8474,522631,1997-08-13,LMB,190,0,0
8475,522631,1997-08-13,LMB,140,0,0
8476,522631,1997-08-13,LMB,178,0,0
8477,522631,1997-08-13,LMB,226,0,0
8478,522631,1997-08-13,LMB,207,0,0
8479,522631,1997-08-13,LMB,104,0,0
8480,522631,1997-08-13,LMB,69,0,0
8481,522631,1997-08-13,LMB,71,0,0
8482,522631,1997-08-13,LMB,310,0,0
8483,522631,1997-08-13,LMB,68,0,0
8484,522631,1997-08-13,LMB,57,0,0
8485,522631,1997-08-13,RSF,154,0,0
8486,522631,1997-08-13,RSF,137,0,0
8487,522631,1997-08-13,RSF,77,0,0
8488,522631,1997-08-13,RSF,149,0,0
8489,522631,1997-08-13,RSF,146,0,0
8490,522631,1997-08-13,RSF,115,0,0
8491,522631,1997-08-13,RSF,156,0,0
8492,522631,1997-08-13,RSF,174,0,0
8493,522631,1997-08-13,RSF,184,0,0
8494,522631,1997-08-13,RSF,140,0,0
8495,522631,1997-08-13,RSF,141,0,0
8496,522631,1997-08-13,RSF,95,0,0
8497,522631,1997-08-13,RSF,180,0,0
8498,522631,1997-08-13,RSF,99,0,0
8499,522631,1997-08-13,RSF,67,0,0
8500,522631,1997-08-13,RSF,69,0,0
8501,522631,1997-08-13,GSH,59,0,0
8502,522631,1997-08-13,GSH,200,0,0
8503,522631,1997-08-13,TFS,25,0,0
8504,522631,1997-08-13,YFG,96,0,0
8505,522631,1997-08-13,YFG,119,0,0
8506,522631,1997-08-13,SSG,57,0,0
8507,522631,1997-08-13,CP,670,0,0
8508,544662,1997-08-13,BG,109,0,0
8509,544662,1997-08-13,BG,102,0,0
8510,544662,1997-08-13,BG,101,0,0
8511,544662,1997-08-13,BG,115,0,0
8512,544662,1997-08-13,BG,109,0,0
8513,544662,1997-08-13,LMB,150,0,0
8514,544662,1997-08-13,RSF,138,0,0
8515,544662,1997-08-13,GMB,42,0,0
8516,544662,1997-08-13,GMB,26,0,0
8517,109931,1997-08-14,BG,154,0,0
8518,109931,1997-08-14,BG,148,0,0
8519,109931,1997-08-14,BG,116,0,0
8520,109931,1997-08-14,BG,111,0,0
8521,109931,1997-08-14,BG,88,0,0
8522,109931,1997-08-14,BG,79,0,0
8523,109931,1997-08-14,BG,113,0,0
8524,109931,1997-08-14,BG,80,0,0
8525,109931,1997-08-14,BG,67,0,0
8526,109931,1997-08-14,BG,34,0,0
8527,109931,1997-08-14,BG,44,0,0
8528,109931,1997-08-14,BG,38,0,0
8529,109931,1997-08-14,BG,34,0,0
8530,109931,1997-08-14,BG,109,0,0
8531,109931,1997-08-14,BG,111,0,0
8532,109931,1997-08-14,BG,111,0,0
8533,109931,1997-08-14,BG,43,0,0
8534,109931,1997-08-14,BG,30,0,0
8535,109931,1997-08-14,BG,37,0,0
8536,109931,1997-08-14,BG,112,0,0
8537,109931,1997-08-14,BG,107,0,0
8538,109931,1997-08-14,BG,98,0,0
8539,109931,1997-08-14,BG,105,0,0
8540,109931,1997-08-14,BG,115,0,0
8541,109931,1997-08-14,BG,123,0,0
8542,109931,1997-08-14,BG,104,0,0
8543,109931,1997-08-14,BG,88,0,0
8544,109931,1997-08-14,BG,84,0,0
8545,109931,1997-08-14,BG,130,0,0
8546,109931,1997-08-14,BG,104,0,0
8547,109931,1997-08-14,BG,106,0,0
8548,109931,1997-08-14,BG,119,0,0
8549,109931,1997-08-14,BG,78,0,0
8550,109931,1997-08-14,BG,35,0,0
8551,109931,1997-08-14,BG,31,0,0
8552,109931,1997-08-14,BG,42,0,0
8553,109931,1997-08-14,BG,41,0,0
8554,109931,1997-08-14,BG,36,0,0
8555,109931,1997-08-14,BG,38,0,0
8556,109931,1997-08-14,BG,36,0,0
8557,109931,1997-08-14,BG,116,0,0
8558,109931,1997-08-14,BG,122,0,0
8559,109931,1997-08-14,BG,112,0,0
8560,109931,1997-08-14,BG,123,0,0
8561,109931,1997-08-14,BG,72,0,0
8562,109931,1997-08-14,BG,76,0,0
8563,109931,1997-08-14,BG,121,0,0
8564,109931,1997-08-14,BG,86,0,0
8565,109931,1997-08-14,BG,48,0,0
8566,109931,1997-08-14,BG,100,0,0
8567,109931,1997-08-14,LMB,78,0,0
8568,109931,1997-08-14,LMB,48,0,0
8569,109931,1997-08-14,LMB,47,0,0
8570,109931,1997-08-14,LMB,45,0,0
8571,109931,1997-08-14,LMB,119,0,0
8572,109931,1997-08-14,LMB,68,0,0
8573,109931,1997-08-14,LMB,61,0,0
8574,109931,1997-08-14,LMB,70,0,0
8575,109931,1997-08-14,LMB,128,0,0
8576,109931,1997-08-14,LMB,77,0,0
8577,109931,1997-08-14,LMB,70,0,0
8578,109931,1997-08-14,LMB,45,0,0
8579,109931,1997-08-14,LMB,62,0,0
8580,109931,1997-08-14,LMB,58,0,0
8581,109931,1997-08-14,LMB,59,0,0
8582,109931,1997-08-14,LMB,231,0,0
8583,109931,1997-08-14,LMB,47,0,0
8584,109931,1997-08-14,LMB,232,0,0
8585,109931,1997-08-14,LMB,75,0,0
8586,109931,1997-08-14,LMB,293,0,0
8587,109931,1997-08-14,LMB,45,0,0
8588,109931,1997-08-14,LMB,69,0,0
8589,109931,1997-08-14,LMB,61,0,0
8590,109931,1997-08-14,LMB,74,0,0
8591,109931,1997-08-14,LMB,524,0,0
8592,109931,1997-08-14,LMB,454,0,0
8593,109931,1997-08-14,LMB,444,0,0
8594,109931,1997-08-14,LMB,489,0,0
8595,109931,1997-08-14,LMB,45,0,0
8596,109931,1997-08-14,LMB,321,0,0
8597,109931,1997-08-14,LMB,332,0,0
8598,109931,1997-08-14,LMB,65,0,0
8599,109931,1997-08-14,RSF,154,0,0
8600,109931,1997-08-14,RSF,150,0,0
8601,109931,1997-08-14,RSF,170,0,0
8602,109931,1997-08-14,RSF,150,0,0
8603,109931,1997-08-14,RSF,137,0,0
8604,109931,1997-08-14,RSF,122,0,0
8605,109931,1997-08-14,RSF,169,0,0
8606,109931,1997-08-14,RSF,189,0,0
8607,109931,1997-08-14,RSF,127,0,0
8608,109931,1997-08-14,RSF,164,0,0
8609,109931,1997-08-14,RSF,130,0,0
8610,109931,1997-08-14,RSF,144,0,0
8611,109931,1997-08-14,RSF,157,0,0
8612,109931,1997-08-14,RSF,153,0,0
8613,109931,1997-08-14,RSF,158,0,0
8614,109931,1997-08-14,RSF,172,0,0
8615,109931,1997-08-14,RSF,122,0,0
8616,109931,1997-08-14,RSF,85,0,0
8617,109931,1997-08-14,RSF,170,0,0
8618,109931,1997-08-14,RSF,187,0,0
8619,109931,1997-08-14,RSF,174,0,0
8620,109931,1997-08-14,RSF,148,0,0
8621,109931,1997-08-14,RSF,169,0,0
8622,109931,1997-08-14,RSF,95,0,0
8623,109931,1997-08-14,RSF,124,0,0
8624,109931,1997-08-14,WC,267,0,0
8625,109931,1997-08-14,WC,325,0,0
8626,109931,1997-08-14,WC,255,0,0
8627,109931,1997-08-14,WC,215,0,0
8628,109931,1997-08-14,WC,322,0,0
8629,109931,1997-08-14,WC,285,0,0
8630,109931,1997-08-14,WC,289,0,0
8631,109931,1997-08-14,WC,300,0,0
8632,109931,1997-08-14,WC,286,0,0
8633,109931,1997-08-14,WC,365,0,0
8634,109931,1997-08-14,WC,336,0,0
8635,109931,1997-08-14,WC,282,0,0
8636,109931,1997-08-14,WC,279,0,0
8637,109931,1997-08-14,WC,316,0,0
8638,109931,1997-08-14,WC,228,0,0
8639,109931,1997-08-14,WC,321,0,0
8640,109931,1997-08-14,WC,290,0,0
8641,109931,1997-08-14,GSH,160,0,0
8642,109931,1997-08-14,GSH,146,0,0
8643,109931,1997-08-14,GSH,142,0,0
8644,109931,1997-08-14,GSH,77,0,0
8645,109931,1997-08-14,GSH,68,0,0
8646,109931,1997-08-14,GSH,63,0,0
8647,109931,1997-08-14,GSH,60,0,0
8648,109931,1997-08-14,GSH,62,0,0
8649,109931,1997-08-14,GSH,50,0,0
8650,109931,1997-08-14,GSH,175,0,0
8651,109931,1997-08-14,GSH,76,0,0
8652,109931,1997-08-14,GSH,64,0,0
8653,109931,1997-08-14,GSH,61,0,0
8654,109931,1997-08-14,GSH,70,0,0
8655,109931,1997-08-14,GSH,70,0,0
8656,109931,1997-08-14,GSH,68,0,0
8657,109931,1997-08-14,GSH,68,0,0
8658,109931,1997-08-14,GSH,63,0,0
8659,109931,1997-08-14,GSH,95,0,0
8660,109931,1997-08-14,GSH,198,0,0
8661,109931,1997-08-14,GSH,203,0,0
8662,109931,1997-08-14,GSH,165,0,0
8663,109931,1997-08-14,GSH,140,0,0
8664,109931,1997-08-14,GSH,115,0,0
8665,109931,1997-08-14,GSH,122,0,0
8666,109931,1997-08-14,GSH,51,0,0
8667,109931,1997-08-14,GSH,144,0,0
8668,109931,1997-08-14,GSH,152,0,0
8669,109931,1997-08-14,GSH,192,0,0
8670,109931,1997-08-14,GSH,165,0,0
8671,109931,1997-08-14,GSH,127,0,0
8672,109931,1997-08-14,GSH,62,0,0
8673,109931,1997-08-14,GSH,67,0,0
8674,109931,1997-08-14,GSH,193,0,0
8675,109931,1997-08-14,GSH,132,0,0
8676,109931,1997-08-14,GSH,150,0,0
8677,109931,1997-08-14,GSH,157,0,0
8678,109931,1997-08-14,GSH,139,0,0
8679,109931,1997-08-14,GSH,65,0,0
8680,109931,1997-08-14,GSH,140,0,0
8681,109931,1997-08-14,GSH,124,0,0
8682,109931,1997-08-14,GSH,167,0,0
8683,109931,1997-08-14,GSH,192,0,0
8684,109931,1997-08-14,GSH,140,0,0
8685,109931,1997-08-14,BCR,132,0,0
8686,109931,1997-08-14,BCR,63,0,0
8687,109931,1997-08-14,BCR,265,0,0
8688,109931,1997-08-14,BCR,190,0,0
8689,109931,1997-08-14,BCR,236,0,0
8690,109931,1997-08-14,BCR,139,0,0
8691,109931,1997-08-14,BCR,140,0,0
8692,109931,1997-08-14,BCR,269,0,0
8693,109931,1997-08-14,BCR,139,0,0
8694,109931,1997-08-14,BCR,160,0,0
8695,109931,1997-08-14,BCR,278,0,0
8696,109931,1997-08-14,BCR,250,0,0
8697,109931,1997-08-14,BCR,289,0,0
8698,109931,1997-08-14,BCR,130,0,0
8699,109931,1997-08-14,BCR,133,0,0
8700,109931,1997-08-14,BCR,238,0,0
8701,109931,1997-08-14,WM,78,0,0
8702,109931,1997-08-14,WM,105,0,0
8703,109931,1997-08-14,WM,93,0,0
8704,109931,1997-08-14,WM,94,0,0
8705,109931,1997-08-14,WM,128,0,0
8706,109931,1997-08-14,WM,73,0,0
8707,109931,1997-08-14,WM,116,0,0
8708,109931,1997-08-14,WM,87,0,0
8709,109931,1997-08-14,WM,85,0,0
8710,109931,1997-08-14,WM,116,0,0
8711,109931,1997-08-14,CP,615,0,0
8712,109931,1997-08-14,CP,585,0,0
8713,109931,1997-08-14,CP,495,0,0
8714,109931,1997-08-14,CP,556,0,0
8715,109931,1997-08-14,CP,443,0,0
8716,109931,1997-08-14,CP,588,0,0
8717,109931,1997-08-14,CP,447,0,0
8718,109931,1997-08-14,CP,430,0,0
8719,109931,1997-08-14,MSS,56,0,0
8720,109931,1997-08-14,BB,294,0,0
8721,109931,1997-08-14,BB,266,0,0
8722,109931,1997-08-14,BB,262,0,0
8723,109931,1997-08-14,BB,284,0,0
8724,109931,1997-08-14,BB,275,0,0
8725,109931,1997-08-14,BB,218,0,0
8726,109931,1997-08-14,TFS,45,0,0
8727,109931,1997-08-14,TFS,46,0,0
8728,109931,1997-08-14,TFS,43,0,0
8729,109931,1997-08-14,TFS,48,0,0
8730,109931,1997-08-14,TFS,38,0,0
8731,109931,1997-08-14,TFS,38,0,0
8732,109931,1997-08-14,TFS,40,0,0
8733,109931,1997-08-14,TFS,41,0,0
8734,109931,1997-08-14,TFS,48,0,0
8735,109931,1997-08-14,GSF,101,0,0
8736,109931,1997-08-14,WSU,385,0,0
8737,109931,1997-08-14,WSU,352,0,0
8738,109931,1997-08-14,WSU,447,0,0
8739,109931,1997-08-14,WSU,319,0,0
8740,109931,1997-08-14,WSU,372,0,0
8741,109931,1997-08-14,WSU,365,0,0
8742,109931,1997-08-14,WSU,348,0,0
8743,109931,1997-08-14,WSU,372,0,0
8744,109931,1997-08-14,WSU,377,0,0
8745,109931,1997-08-14,WSU,395,0,0
8746,102952,1997-08-18,BG,43,0,0
8747,102952,1997-08-18,BG,86,0,0
8748,102952,1997-08-18,BG,103,0,0
8749,102952,1997-08-18,BG,36,0,0
8750,102952,1997-08-18,BG,70,0,0
8751,102952,1997-08-18,BG,38,0,0
8752,102952,1997-08-18,BG,113,0,0
8753,102952,1997-08-18,BG,34,0,0
8754,102952,1997-08-18,BG,82,0,0
8755,102952,1997-08-18,BG,117,0,0
8756,102952,1997-08-18,BG,38,0,0
8757,102952,1997-08-18,BG,87,0,0
8758,102952,1997-08-18,BG,76,0,0
8759,102952,1997-08-18,BG,83,0,0
8760,102952,1997-08-18,LMB,70,0,0
8761,102952,1997-08-18,LMB,112,0,0
8762,102952,1997-08-18,LMB,113,0,0
8763,102952,1997-08-18,LMB,69,0,0
8764,102952,1997-08-18,LMB,306,0,0
8765,102952,1997-08-18,LMB,112,0,0
8766,102952,1997-08-18,LMB,70,0,0
8767,102952,1997-08-18,LMB,359,0,0
8768,102952,1997-08-18,RSF,205,0,0
8769,102952,1997-08-18,RSF,101,0,0
8770,102952,1997-08-18,WC,283,0,0
8771,102952,1997-08-18,WC,291,0,0
8772,102952,1997-08-18,TFS,39,0,0
8773,102952,1997-08-18,TFS,48,0,0
8774,102952,1997-08-18,TFS,41,0,0
8775,102952,1997-08-18,TFS,47,0,0
8776,102952,1997-08-18,TFS,47,0,0
8777,102952,1997-08-18,TFS,37,0,0
8778,102952,1997-08-18,TFS,43,0,0
8779,102952,1997-08-18,TFS,31,0,0
8780,102952,1997-08-18,TFS,40,0,0
8781,102952,1997-08-18,TFS,34,0,0
8782,102952,1997-08-18,TFS,35,0,0
8783,102952,1997-08-18,TFS,38,0,0
8784,102952,1997-08-18,TFS,55,0,0
8785,102952,1997-08-18,TFS,46,0,0
8786,102952,1997-08-18,TFS,56,0,0
8787,102952,1997-08-18,TFS,47,0,0
8788,102952,1997-08-18,TFS,48,0,0
8789,102952,1997-08-18,TFS,50,0,0
8790,102952,1997-08-18,TFS,48,0,0
8791,102952,1997-08-18,TFS,46,0,0
8792,102952,1997-08-18,TFS,49,0,0
8793,102952,1997-08-18,TFS,54,0,0
8794,102952,1997-08-18,TFS,51,0,0
8795,102952,1997-08-18,TFS,52,0,0
8796,102952,1997-08-18,TFS,58,0,0
8797,102952,1997-08-18,TFS,77,0,0
8798,102952,1997-08-18,TFS,78,0,0
8799,102952,1997-08-18,TFS,50,0,0
8800,102952,1997-08-18,TFS,52,0,0
8801,102952,1997-08-18,TFS,47,0,0
8802,102952,1997-08-18,TFS,85,0,0
8803,102952,1997-08-18,TFS,42,0,0
8804,102952,1997-08-18,GSH,61,0,0
8805,102952,1997-08-18,GSH,72,0,0
8806,102952,1997-08-18,GSH,78,0,0
8807,102952,1997-08-18,GSH,57,0,0
8808,102952,1997-08-18,GSH,77,0,0
8809,102952,1997-08-18,GSH,163,0,0
8810,102952,1997-08-18,GSH,129,0,0
8811,102952,1997-08-18,GSH,131,0,0
8812,102952,1997-08-18,GSH,170,0,0
8813,102952,1997-08-18,GSH,97,0,0
8814,102952,1997-08-18,GSH,138,0,0
8815,102952,1997-08-18,SB,33,0,0
8816,102952,1997-08-18,SB,123,0,0
8817,102952,1997-08-18,SB,146,0,0
8818,102952,1997-08-18,SB,120,0,0
8819,102952,1997-08-18,BCR,179,0,0
8820,102952,1997-08-18,BCR,142,0,0
8821,102952,1997-08-18,BCR,178,0,0
8822,102952,1997-08-18,BCR,126,0,0
8823,102952,1997-08-18,WSU,352,0,0
8824,102952,1997-08-18,WSU,377,0,0
8825,102952,1997-08-18,WSU,402,0,0
8826,102952,1997-08-18,MSS,57,0,0
8827,102952,1997-08-18,MSS,58,0,0
8828,102952,1997-08-18,CP,680,0,0
8829,102952,1997-08-18,CP,600,0,0
8830,102952,1997-08-18,CP,680,0,0
8831,102952,1997-08-18,CP,525,0,0
8832,102952,1997-08-18,CP,660,0,0
8833,102952,1997-08-18,CP,398,0,0
8834,102952,1997-08-18,CP,560,0,0
8835,102962,1997-08-18,BG,88,0,0
8836,102962,1997-08-18,BG,74,0,0
8837,102962,1997-08-18,BG,68,0,0
8838,102962,1997-08-18,BG,84,0,0
8839,102962,1997-08-18,BG,104,0,0
8840,102962,1997-08-18,BG,72,0,0
8841,102962,1997-08-18,BG,40,0,0
8842,102962,1997-08-18,BG,108,0,0
8843,102962,1997-08-18,BG,106,0,0
8844,102962,1997-08-18,BG,83,0,0
8845,102962,1997-08-18,BG,94,0,0
8846,102962,1997-08-18,BG,99,0,0
8847,102962,1997-08-18,BG,150,0,0
8848,102962,1997-08-18,BG,91,0,0
8849,102962,1997-08-18,BG,93,0,0
8850,102962,1997-08-18,BG,101,0,0
8851,102962,1997-08-18,BG,140,0,0
8852,102962,1997-08-18,BG,82,0,0
8853,102962,1997-08-18,BG,32,0,0
8854,102962,1997-08-18,BG,80,0,0
8855,102962,1997-08-18,BG,68,0,0
8856,102962,1997-08-18,LMB,250,0,0
8857,102962,1997-08-18,LMB,245,0,0
8858,102962,1997-08-18,LMB,76,0,0
8859,102962,1997-08-18,RSF,93,0,0
8860,102962,1997-08-18,RSF,132,0,0
8861,102962,1997-08-18,RSF,128,0,0
8862,102962,1997-08-18,RSF,89,0,0
8863,102962,1997-08-18,RSF,142,0,0
8864,102962,1997-08-18,RSF,93,0,0
8865,102962,1997-08-18,RSF,134,0,0
8866,102962,1997-08-18,TFS,89,0,0
8867,102962,1997-08-18,TFS,41,0,0
8868,102962,1997-08-18,TFS,52,0,0
8869,102962,1997-08-18,GSH,113,0,0
8870,102962,1997-08-18,GSH,63,0,0
8871,102962,1997-08-18,GSH,173,0,0
8872,102962,1997-08-18,GSH,68,0,0
8873,102962,1997-08-18,GSH,63,0,0
8874,102962,1997-08-18,GSH,81,0,0
8875,102962,1997-08-18,GSH,67,0,0
8876,102962,1997-08-18,GSH,67,0,0
8877,102962,1997-08-18,GSH,118,0,0
8878,102962,1997-08-18,GSH,70,0,0
8879,102962,1997-08-18,GSH,150,0,0
8880,102962,1997-08-18,GSH,47,0,0
8881,102962,1997-08-18,GSH,173,0,0
8882,102962,1997-08-18,BCR,143,0,0
8883,102962,1997-08-18,BCR,206,0,0
8884,102962,1997-08-18,BCR,252,0,0
8885,102962,1997-08-18,CP,540,0,0
8886,102962,1997-08-18,GF,271,0,0
8887,102962,1997-08-18,WSU,373,0,0
8888,102962,1997-08-18,LP,75,0,0
8889,102962,1997-08-18,BB,270,0,0
8890,102962,1997-08-18,BB,183,0,0
8891,102962,1997-08-18,BB,277,0,0
8892,235531,1997-08-18,BG,136,0,0
8893,235531,1997-08-18,BG,94,0,0
8894,235531,1997-08-18,BG,100,0,0
8895,235531,1997-08-18,BG,45,0,0
8896,235531,1997-08-18,BG,48,0,0
8897,235531,1997-08-18,BG,78,0,0
8898,235531,1997-08-18,LMB,51,0,0
8899,235531,1997-08-18,LMB,67,0,0
8900,235531,1997-08-18,LMB,285,0,0
8901,235531,1997-08-18,LMB,173,0,0
8902,235531,1997-08-18,LMB,225,0,0
8903,235531,1997-08-18,LMB,231,0,0
8904,235531,1997-08-18,LMB,61,0,0
8905,235531,1997-08-18,LMB,62,0,0
8906,235531,1997-08-18,LMB,160,0,0
8907,235531,1997-08-18,LMB,65,0,0
8908,235531,1997-08-18,LMB,57,0,0
8909,235531,1997-08-18,LMB,162,0,0
8910,235531,1997-08-18,LMB,62,0,0
8911,235531,1997-08-18,LMB,59,0,0
8912,235531,1997-08-18,LMB,65,0,0
8913,235531,1997-08-18,LMB,191,0,0
8914,235531,1997-08-18,LMB,74,0,0
8915,235531,1997-08-18,LMB,72,0,0
8916,235531,1997-08-18,LMB,255,0,0
8917,235531,1997-08-18,LMB,55,0,0
8918,235531,1997-08-18,LMB,46,0,0
8919,235531,1997-08-18,LMB,381,0,0
8920,235531,1997-08-18,LMB,560,0,0
8921,235531,1997-08-18,LMB,350,0,0
8922,235531,1997-08-18,RSF,191,0,0
8923,235531,1997-08-18,RSF,175,0,0
8924,235531,1997-08-18,RSF,191,0,0
8925,235531,1997-08-18,RSF,231,0,0
8926,235531,1997-08-18,RSF,198,0,0
8927,235531,1997-08-18,RSF,144,0,0
8928,235531,1997-08-18,RSF,173,0,0
8929,235531,1997-08-18,RSF,167,0,0
8930,235531,1997-08-18,RSF,171,0,0
8931,235531,1997-08-18,RSF,175,0,0
8932,235531,1997-08-18,RSF,154,0,0
8933,235531,1997-08-18,RSF,155,0,0
8934,235531,1997-08-18,RSF,190,0,0
8935,235531,1997-08-18,RSF,196,0,0
8936,235531,1997-08-18,RSF,151,0,0
8937,235531,1997-08-18,RSF,138,0,0
8938,235531,1997-08-18,RSF,198,0,0
8939,235531,1997-08-18,TFS,49,0,0
8940,235531,1997-08-18,TFS,59,0,0
8941,235531,1997-08-18,TFS,79,0,0
8942,235531,1997-08-18,TFS,58,0,0
8943,235531,1997-08-18,TFS,60,0,0
8944,235531,1997-08-18,TFS,54,0,0
8945,235531,1997-08-18,TFS,62,0,0
8946,235531,1997-08-18,TFS,51,0,0
8947,235531,1997-08-18,TFS,45,0,0
8948,235531,1997-08-18,TFS,69,0,0
8949,235531,1997-08-18,TFS,65,0,0
8950,235531,1997-08-18,TFS,58,0,0
8951,235531,1997-08-18,TFS,66,0,0
8952,235531,1997-08-18,TFS,62,0,0
8953,235531,1997-08-18,TFS,73,0,0
8954,235531,1997-08-18,TFS,81,0,0
8955,235531,1997-08-18,TFS,61,0,0
8956,235531,1997-08-18,CP,470,0,0
8957,235531,1997-08-18,CP,429,0,0
8958,235531,1997-08-18,CP,410,0,0
8959,235531,1997-08-18,LP,76,0,0
8960,235531,1997-08-18,LP,65,0,0
8961,235531,1997-08-18,AS,69,0,0
8962,235531,1997-08-18,AS,65,0,0
8963,235531,1997-08-18,AS,60,0,0
8964,235531,1997-08-18,BCR,172,0,0
8965,235531,1997-08-18,BCR,146,0,0
8966,235531,1997-08-18,BCR,240,0,0
8967,235531,1997-08-18,SB,100,0,0
8968,235531,1997-08-18,YFG,125,0,0
8969,235531,1997-08-18,YFG,121,0,0
8970,235531,1997-08-18,YFG,113,0,0
8971,235531,1997-08-18,SMB,110,0,0
8972,235531,1997-08-18,SMB,55,0,0
8973,235531,1997-08-18,SMB,165,0,0
8974,235531,1997-08-18,WSU,470,0,0
8975,235531,1997-08-18,WSU,410,0,0
8976,235531,1997-08-18,WSU,348,0,0
8977,539711,1997-08-19,BG,159,0,0
8978,539711,1997-08-19,BG,177,0,0
8979,539711,1997-08-19,BG,167,0,0
8980,539711,1997-08-19,BG,140,0,0
8981,539711,1997-08-19,BG,125,0,0
8982,539711,1997-08-19,BG,169,0,0
8983,539711,1997-08-19,BG,145,0,0
8984,539711,1997-08-19,BG,133,0,0
8985,539711,1997-08-19,BG,107,0,0
8986,539711,1997-08-19,BG,177,0,0
8987,539711,1997-08-19,BG,152,0,0
8988,539711,1997-08-19,LMB,80,0,0
8989,539711,1997-08-19,LMB,232,0,0
8990,539711,1997-08-19,LMB,194,0,0
8991,539711,1997-08-19,LMB,265,0,0
8992,539711,1997-08-19,LMB,211,0,0
8993,539711,1997-08-19,LMB,220,0,0
8994,539711,1997-08-19,LMB,183,0,0
8995,539711,1997-08-19,LMB,238,0,0
8996,539711,1997-08-19,LMB,152,0,0
8997,539711,1997-08-19,LMB,218,0,0
8998,539711,1997-08-19,LMB,87,0,0
8999,539711,1997-08-19,LMB,208,0,0
9000,539711,1997-08-19,LMB,208,0,0
9001,539711,1997-08-19,LMB,77,0,0
9002,539711,1997-08-19,LMB,199,0,0
9003,539711,1997-08-19,RSF,167,0,0
9004,539711,1997-08-19,RSF,170,0,0
9005,539711,1997-08-19,RSF,213,0,0
9006,539711,1997-08-19,RSF,223,0,0
9007,539711,1997-08-19,RSF,173,0,0
9008,539711,1997-08-19,RSF,231,0,0
9009,539711,1997-08-19,RSF,159,0,0
9010,539711,1997-08-19,RSF,218,0,0
9011,539711,1997-08-19,WC,124,0,0
9012,539711,1997-08-19,WC,247,0,0
9013,539711,1997-08-19,WC,213,0,0
9014,539711,1997-08-19,WC,236,0,0
9015,539711,1997-08-19,WC,227,0,0
9016,539711,1997-08-19,WC,268,0,0
9017,539711,1997-08-19,WC,256,0,0
9018,539711,1997-08-19,WC,210,0,0
9019,539711,1997-08-19,WC,58,0,0
9020,539711,1997-08-19,CP,498,0,0
9021,539711,1997-08-19,CP,435,0,0
9022,539711,1997-08-19,CP,408,0,0
9023,539711,1997-08-19,CP,665,0,0
9024,539711,1997-08-19,CP,478,0,0
9025,539711,1997-08-19,CP,495,0,0
9026,539711,1997-08-19,CP,508,0,0
9027,539711,1997-08-19,CP,613,0,0
9028,539711,1997-08-19,CP,567,0,0
9029,539711,1997-08-19,CP,406,0,0
9030,539711,1997-08-19,CP,487,0,0
9031,539711,1997-08-19,CP,484,0,0
9032,539711,1997-08-19,CP,630,0,0
9033,539711,1997-08-19,CP,458,0,0
9034,539711,1997-08-19,TFS,78,0,0
9035,539711,1997-08-19,TFS,90,0,0
9036,539711,1997-08-19,TFS,60,0,0
9037,539711,1997-08-19,TFS,71,0,0
9038,539711,1997-08-19,TFS,80,0,0
9039,539711,1997-08-19,TFS,72,0,0
9040,539711,1997-08-19,SB,127,0,0
9041,539711,1997-08-19,SB,115,0,0
9042,539711,1997-08-19,SB,125,0,0
9043,539711,1997-08-19,SB,114,0,0
9044,539711,1997-08-19,SB,132,0,0
9045,539711,1997-08-19,GSF,141,0,0
9046,539711,1997-08-19,GSF,120,0,0
9047,539711,1997-08-19,GSF,116,0,0
9048,539711,1997-08-19,GSF,111,0,0
9049,539711,1997-08-19,CCF,377,0,0
9050,508611,1997-08-20,BG,155,0,0
9051,508611,1997-08-20,BG,100,0,0
9052,508611,1997-08-20,BG,136,0,0
9053,508611,1997-08-20,BG,140,0,0
9054,508611,1997-08-20,BG,169,0,0
9055,508611,1997-08-20,BG,143,0,0
9056,508611,1997-08-20,BG,168,0,0
9057,508611,1997-08-20,BG,153,0,0
9058,508611,1997-08-20,BG,126,0,0
9059,508611,1997-08-20,BG,138,0,0
9060,508611,1997-08-20,BG,125,0,0
9061,508611,1997-08-20,BG,123,0,0
9062,508611,1997-08-20,BG,135,0,0
9063,508611,1997-08-20,BG,148,0,0
9064,508611,1997-08-20,BG,141,0,0
9065,508611,1997-08-20,BG,141,0,0
9066,508611,1997-08-20,BG,155,0,0
9067,508611,1997-08-20,BG,144,0,0
9068,508611,1997-08-20,BG,110,0,0
9069,508611,1997-08-20,BG,143,0,0
9070,508611,1997-08-20,BG,130,0,0
9071,508611,1997-08-20,BG,150,0,0
9072,508611,1997-08-20,BG,139,0,0
9073,508611,1997-08-20,BG,128,0,0
9074,508611,1997-08-20,BG,155,0,0
9075,508611,1997-08-20,BG,148,0,0
9076,508611,1997-08-20,BG,149,0,0
9077,508611,1997-08-20,BG,156,0,0
9078,508611,1997-08-20,BG,141,0,0
9079,508611,1997-08-20,BG,139,0,0
9080,508611,1997-08-20,BG,152,0,0
